Dialogue Name,Node Guid ID,Text Guid ID,French,English,Spanish
Test Dialogue,9cf4ea28-feaf-4cf5-9667-ba86fea27342,26c28c3b-bcb7-47ed-b705-bc4ff432ca3a,"Ce dialogue de test sert de guide dans l'utilisation du plugin de création de dialogues par node.","This test dialog serves as a guide in using the Dialogue Node System.","Este cuadro de diálogo de prueba sirve como guía en el uso del complemento de creación de diálogo por nodo."
Test Dialogue,9cf4ea28-feaf-4cf5-9667-ba86fea27342,26d00b34-3acc-4c15-9ee3-1014cc3401c7,"Pour créer un nouveau dialogue : Create > Dialogue > New Dialogue. Double-cliquez sur l'asset créée pour l'ouvrir dans la fenêtre d'édition.","To create a new dialog: Right click > Create > Dialogue > New Dialogue. Double-click the created asset to open it in the editor window.","Para crear un nuevo cuadro de diálogo: Crear> Diálogo> Nuevo diálogo. Haga doble clic en el Assett creado para abrirlo en la ventana Editar."
Test Dialogue,9cf4ea28-feaf-4cf5-9667-ba86fea27342,bbb984f9-8546-4f09-96cb-dacd4ee34a07,"Il est conseillé de garder la fenêtre ouverte pendant la lecture de ce dialogue pour une meilleure compréhension.","It is advised to keep the window open while reading this dialog for a better understanding of the system.","Es recomendable mantener la ventana abierta mientras lee este diálogo para una mejor comprensión."
Test Dialogue,9cf4ea28-feaf-4cf5-9667-ba86fea27342,e3700b2e-5b2e-43d4-bfa5-811d29560db8,"Quelle partie du tutoriel souhaitez-vous tester ?","What part of the tutorial would you like to test?","¿Qué parte del tutorial te gustaría probar?"
Test Dialogue,43a10842-4bb5-478c-ad19-09b612e41d3c,86b81628-79a7-4b05-a14c-ddbe4d3d7e09,"En haut de la fenêtre se trouve une barre d'outils. ""Save"" et ""Load"" sauvegardent et chargent vos modifications sur le ScriptableObject.","At the top of the window is a toolbar. The ""Save"" and ""Load"" buttons register and load your changes on the ScriptableObject.","En la parte superior de la ventana hay una barra de herramientas. ""Guardar"" y ""Cargar"" Guardar y cargue sus cambios en el scriptableObject."
Test Dialogue,43a10842-4bb5-478c-ad19-09b612e41d3c,f00091a9-a514-46dc-8893-5387765fc4b3,"""Export"" et ""Import"" sauvegardent et chargent depuis un fichier CSV créé automatiquement par script. Ce fichier permet de faciliter la traduction de tous les dialogues à la fois.","""Export"" and ""Import"" save and load from a CSV file automatically created by script. This file makes it easier to translate all dialogs at a time.","""Exportar"" y ""Importar"" Guardar y cargar desde un archivo CSV creado automáticamente por script. Este archivo facilita la traducción de todos los cuadros de diálogo a la vez."
Test Dialogue,43a10842-4bb5-478c-ad19-09b612e41d3c,df3d08a6-7a97-437f-9943-e1454cf26dad,"""Show Grid"" affiche ou masquer le quadrillage en fond. ""Nb Max Choices"" indique le nombre max. de choix que le joueur pourra faire à tout moment lors du dialogue.","""Show Grid"" displays or hides the grid in the background. ""Nb Max Choices"" indicates the max number of choices that the player can do at any time during a dialogue.","""Mostrar cuadrícula"" muestra u oculta la cuadrícula en la parte inferior. ""NB MAX Opciones"" indica el número máximo. Opciones que el jugador puede hacer en cualquier momento durante el diálogo."
Test Dialogue,43a10842-4bb5-478c-ad19-09b612e41d3c,53c6a104-c68d-4504-aded-2c88c48515eb,"""Language"" affiche la traduction de vos répliques correspondant à la langue affichée. Par souci de rapidité, il est conseillé de d'abord exporter vos dialogues en .CSV, puis d'utiliser cette option pour ajouter manuellement d'éventuelles modifications.","""Language"" Displays the translation of your dialogue lines corresponding to the displayed language. For the sake of saving time, it is advised first to export your dialogues to .CSV, and then use this option to manually add any changes.","""Idioma"" muestra la traducción de sus réplicas correspondientes al idioma que se muestra. Por el bien de la velocidad, primero es aconsejable exportar sus iAgues a .CSV, y luego usar esta opción para agregar manualmente cualquier cambio."
Test Dialogue,43a10842-4bb5-478c-ad19-09b612e41d3c,e6b106fb-4471-4d54-896a-839c59235e0e,"Il est également possible de grouper les nodes (touche G), les dégrouper (Shift + G) ou de créer des notes (touche N) pour vous aider à vous repérer dans le graphe.","It is also possible to group the nodes (G key), ungroup them (Shift + G) or create notes (N key) to help you locate a node in the graph.","También es posible agrupar los nodos (clave G), las tinas (Mayús + G) o crear notas (n clave) para ayudarlo a localizarlo en el gráfico."
Test Dialogue,47704779-4a77-405c-a3ee-d913717ece11,11bc45e2-274f-4237-b80d-dc3f91a2d4b9,"Les nodes sont accessibles dans le menu de recherche (Clic droit > Create Node ou touche espace). ","Nodes are accessible from the search menu (Right click > Create Node or Space key).","Los nodos son accesibles desde el menú de búsqueda (clic derecho> Cree nodo o tecla de espacio)."
Test Dialogue,47704779-4a77-405c-a3ee-d913717ece11,850c9604-6245-4a08-8892-526639ec8e99,"Par ordre d'importance:","Sorted by relevance:","En orden de importancia:"
Test Dialogue,e55b1b74-455e-44e3-ad76-f97bb09bb9f8,fad9d877-57f6-499f-a63d-dfaa26e19238,"La node End permet de terminer un dialogue, ou de le relancer depuis le début dans le cas où vous voudriez le relire après avoir modifié des conditions du DE_EventCaller. A l'heure actuelle, seule les options ""End"" et ""Return To Start"" sont implémentées ; ls deux autres sont obsolètes et accompliront par défaut la même action que ""End"".","The End Node makes it possible to complete a dialogue, or to restart it from the beginning in case you would like to reread it after modifying conditions in the DE_EventCaller. For now, only the ""End"" and ""Return to Start"" options are implemented; the other two are obsolete and will default the same action as ""End"".","El extremo del nodo hace posible completar un diálogo, o para relanzarlo desde el principio en caso de que le gustaría volver a leerlo después de modificar las condiciones del De_EventsCaller. En la actualidad, solo se implementan las opciones de ""End"" y ""Volver a Inicio""; Los otros dos están obsoletos y se incumplirán la misma acción que ""FIN""."
Test Dialogue,7dfc5609-37ff-45cc-824c-c1d6a96fdada,6b933734-f1d6-4818-8406-f02eb80594a3,"Voilà pour les personnages !","We are done for the characters!","¡Tanto para los personajes!"
Test Dialogue,7845fad8-c5d0-40ef-a248-1aa6ad9fd3ba,a9920043-43eb-47ab-b8b1-7cb75915e102,"Voilà pour la node Réplique. La suivante, la node ""Character"", vous permet d'afficher un personnage à l'écran.","The following, the ""Character"" Node, allows you to display a character on the screen.","Tanto para el nodo de réplica. El siguiente, el ""carácter"" del nodo, le permite mostrar un carácter en la pantalla."
Test Dialogue,01415a4d-122d-48fc-9c7d-ef7a88c7ec5b,23332313-f641-4b64-9386-f10c7589c9b6,"Les options de la node Character sont :","The options of the Character node are:","Las opciones del nodo de carácter son:"
Test Dialogue,01415a4d-122d-48fc-9c7d-ef7a88c7ec5b,dea79abf-4869-4184-8abb-3535b3b78ecd,"""Mood"" : Affiche un sprite différent selon l'humeur du personnage.","""Mood"": Displays a different sprite according to the mood of the character.","""Estado de ánimo"": muestra un sprite diferente según el estado de ánimo del carácter."
Test Dialogue,01415a4d-122d-48fc-9c7d-ef7a88c7ec5b,d10d403b-03bd-48fb-99c9-00348b3613d9,"""Face Direction"" : De quel côté le personnage doit regarder.","""Face direction"": which side of the screen the character must look at.","""Dirección de la cara"": ¿Qué lado debe mirar el personaje?"
Test Dialogue,01415a4d-122d-48fc-9c7d-ef7a88c7ec5b,09699d82-138d-473f-82e1-fa6949757494,"""Side Placement"" : De quel côté le personnage doit apparaître.","""Side placement"": which side of the screen the character must appear on.","""Colocación lateral"": qué lado debe aparecer el personaje."
Test Dialogue,01415a4d-122d-48fc-9c7d-ef7a88c7ec5b,09946321-2259-4e47-8065-3ce2801d105d,"""Use Auto Delay"" : Similaire à celui de la node Replique, permet d'afficher le personnage suivant après un certain délai.","""Use Auto Delay"": Similar to that of the Replique node, displays the following character after a certain delay.","""Utilice el retardo automático"": similar a la del nodo de réplica, muestra el siguiente carácter después de un cierto retraso."
Test Dialogue,1611cf1b-041b-425b-833b-163e30461252,3df86bc6-96fb-40f4-b76b-bb86e3f0511f,"Comme ceci !","Like so!","Como esto !"
Test Dialogue,1611cf1b-041b-425b-833b-163e30461252,88a6a4cd-aba4-4073-a70a-e264a5683ef9,"Pour créer un Personnage, Clic droit > Create > Dialogue > New Dialogue Character.","To create a character, right click > Create > Dialogue > New Dialogue Character.","Para crear un personaje, haga clic con el botón derecho> Crear> Diálogo> Nuevo personaje de diálogo."
Test Dialogue,1611cf1b-041b-425b-833b-163e30461252,66124aee-b8e9-438c-807d-cc2f2ca02e78,"Par défaut, trois personnages sont proposés dans ce test pour vous démontrer son fonctionnement. Ils contiennent une liste de noms (un par traduction), une couleur de texte, un son d'écriture (dont celui que vous entendez depuis l'apparition du personnage ""Un"") et une liste de sprites correspondant à une humeur précise.","By default, three characters are offered in this test to demonstrate its operation. They contain a list of names (one per translation), a text color, a char printing sound (like the one you hear since the appearance of the character ""One"") and a list of sprites corresponding to a precise mood.","De forma predeterminada, se ofrecen tres caracteres en esta prueba para demostrar su operación. Contienen una lista de nombres (uno por traducción), un color de texto, un sonido de escritura (cuyo hijo escucha de la apariencia del carácter ""uno"") y una lista de sprites correspondientes a un estado de ánimo preciso."
Test Dialogue,82246e1e-8ab7-4536-a0bb-e522d104d089,2ed6b301-5b35-4b44-9487-fb3482b7883a,"La node suivante, ""Choice"", vous permet d'offrir des choix au joueur jusqu'au nombre que vous aurez spécifié dans la fenêtre d'édition (4 par défaut).","The next node, ""Choice"", allows you to offer choices to the player up to the number specified in the edit window (4 by default).","El siguiente nodo, ""Elección"", le permite ofrecer opciones al jugador hasta que haya especificado en la ventana Editar (4 de forma predeterminada)."
Test Dialogue,82246e1e-8ab7-4536-a0bb-e522d104d089,cafb4cd3-5a22-4dd3-ace6-8cc17798852f,"Chaque choix peut comporter des conditions qui ne rendront ce choix sélectionnable qu'une fois remplies. Vous pouvez griser ou masquer ce choix dans le cas contraire, et écrire un texte spécifiant pourquoi.","Each choice may include conditions that will only make this choice selectable once completed. You can gray out or hide this choice in the opposite case, and write a text specifying why.","Cada opción puede incluir condiciones que solo hagan que esta opción sea seleccionable una vez completada. Puede rockear u ocultar esta elección en el caso opuesto y escribir un texto que especifique por qué."
Test Dialogue,24c7da96-7c69-4e11-ba3a-423a350996f1,bb4489dc-a990-41c9-810f-482899889fc0,"Exactement.","Exactly.","Exactamente."
Test Dialogue,24c7da96-7c69-4e11-ba3a-423a350996f1,1943c484-6fc9-4845-bbac-bd53ade19fbd,"Attention : Même si vous avez créé des choix grisés, ils ne seront pas affichés à l'écran si leur port n'est pas connecté à une node.","Warning : Even if you created a greyed out choice, it won't appear on screen until you connect its port to a node.","Advertencia: incluso si creó una opción en gris, no aparecerá en la pantalla hasta que conecte su puerto a un nodo."
Test Dialogue,24c7da96-7c69-4e11-ba3a-423a350996f1,4adc7958-2557-48ff-922b-74f2dbc1a34a,"Ces conditions peuvent être remlies au cours de la progression de vos joueurs dans le jeu, ou directement au cours du même dialogue, grâce au script DE_EventCaller et la node ""Event.""","These conditions can be fulfilled during the progress of your players in the game, or directly during the same dialogue, thanks to the DE_EventCaller script and the ""Event"" node.","Estas condiciones se pueden eliminar durante el progreso de sus jugadores en el juego, o directamente durante el mismo diálogo, gracias al script de evento y el nodo ""evento"" ""."
Test Dialogue,aa775507-02a2-4d8b-9964-60c145f34edc,8c22d8c7-265e-4683-9799-62bebdbb7498,"Comme ceci.","Like so.","Como esto."
Test Dialogue,aa775507-02a2-4d8b-9964-60c145f34edc,0f2d3d52-6296-4204-9048-da55da921672,"L'exemple suivant utilise un String Event pour permettre au joueur d'utiliser un choix qui lui était auparavant bloqué par une condition :","The following example uses a string event to allow the player to use a choice that was previously blocked by a condition:","El siguiente ejemplo utiliza un evento de cadena para permitir que el jugador utilice una opción que haya bloqueado previamente por una condición:"
Test Dialogue,e43a1da2-45d9-4dc8-a0f1-07274e855bd7,69c5c588-0b57-4c3a-8e91-378f26f91545,"Réessayez maintenant ; le second choix devrait être débloqué.","Retry now; the second choice should be unlocked.","Investigación ahora; La segunda opción debe ser desbloqueada."
Test Dialogue,15217446-569b-4918-bf09-0630f342f4a2,0627d700-a825-42a0-b40e-b82cf88acf7b,"Bien. passons à la suite.","Good. Let's move on.","Bien. Vamonos."
Test Dialogue,bee4ed0c-9ac1-4084-9d84-8348dcdcd1d4,6ced8bca-0c9a-47ed-8d4a-958f7b476e06,"La node ""Branch"" fonctionne de manière similaire à la node Choice, mais ne laisse pas le choix de l'issue au joueur et ne prend que 2 sorties. La node Branch ne prendra la branche ""True"" si toutes ses conditions sont remplies.","The ""Branch"" node works similarly to the Choice node, but does not leave the choice of the issue to the player and only takes 2 outputs. The Branch node will only take the ""TRUE"" branch if all its conditions are met.","El nodo ""Rama"" funciona de manera similar al nodo de elección, pero no deja la elección del problema al jugador y solo toma 2 salidas. El nodo de la sucursal solo tomará la rama ""verdadera"" si se cumplen todas sus condiciones."
Test Dialogue,bee4ed0c-9ac1-4084-9d84-8348dcdcd1d4,398c04a7-2068-4974-87fb-6ce005a6e17e,"Dans cet exemple, nous avons déjà passé les propriétés ""OrLikeThat"" et ""ChoiceBlocked"" à false dans les exemples précédents, donc la branche True est valide.","In this example, we have already passed the ""OrLikeTat"" and ""ChoiceBlocked"" properties in False in the previous examples, so the True branch is valid.","En este ejemplo, ya hemos pasado las propiedades de ""orlikethat"" y ""elección conbloqued"" en falso en los ejemplos anteriores, por lo que la sucursal verdadera es válida."
